Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Publisher_Missing_Flag,Year_Missing_Flag,Region_Reach,Success_Score
16725,Phantom Reckoning,PSP,2011.0,Sports,CD Projekt,0.09,0.08,0.04,0.02,0.23,55.0,,0,0,4,34.2
14546,Phantom Reckoning,game boy advance,2025.0,Misc,Annapurna Interactive,0.08,0.04,0.01,0.03,0.16,69.0,6.1,0,0,4,40.0
8491,Phantom Reckoning 2,PS5,2014.0,Simulation,Konami,0.05,0.05,0.02,0.09,0.21,91.0,6.5,0,0,4,47.3
11371,Phantom Reckoning 2,Xbox Series X,2004.0,Role-Playing,Devolver Digital,0.07,0.03,0.02,0.01,0.13,,6.8,0,0,4,35.3
5073,Phantom Reckoning 3,Wii U,2020.0,Misc,Annapurna Interactive,0.13,0.09,0.02,0.05,0.29,70.0,8.0,0,0,4,43.3
10321,Phantom Reckoning II,GameCube,2000.0,Sports,Tecmo Koei,0.15,0.14,0.11,0.03,0.43,56.0,,0,0,4,34.7
519,Phantom Reckoning II,PSP,2016.0,Puzzle,Activision,0.16,0.12,0.1,0.25,0.63,,6.5,0,0,4,35.4
14245,Phantom Reckoning III,PSP,2024.0,Racing,Unknown/Unreported,0.0,0.0,0.0,0.01,0.01,74.0,5.9,1,0,1,33.6
10855,Phantom Reckoning IV,GameCube,2017.0,Racing,505 Games,0.01,0.01,0.0,0.0,0.02,55.0,5.8,0,0,2,30.2
2762,Phantom Reckoning Online,Nintendo Switch,2018.0,Role-Playing,Ubisoft,0.02,0.03,0.02,0.01,0.08,71.0,5.8,0,0,4,40.1
2171,Phantom Reckoning Online,PS2,2018.0,Sports,Bandai Namco,0.16,0.11,0.09,0.0,0.36,63.0,8.4,0,0,3,39.4
13080,Phantom Reckoning Reborn,PS5,2005.0,Sports,CD Projekt,0.04,0.02,0.02,0.02,0.1,46.0,7.1,0,0,4,34.5
13269,Phantom Reckoning Reborn,Xbox Series X,2014.0,Fighting,Bethesda Softworks,0.11,0.05,0.02,0.06,0.24,85.0,6.8,0,0,4,45.9
5893,Phantom Reckoning: Origins,psp,2010.0,Adventure,505 Games,0.16,0.1,0.15,0.16,0.57,64.0,7.9,0,0,4,41.6
8168,Phantom Reckoning: Redux,GameCube,2015.0,Strategy,CD Projekt,0.07,0.04,0.02,0.07,0.2,72.0,,0,0,4,39.3
5188,Phantom Reckoning: Redux,Nintendo Switch,2026.0,Misc,Epic Games,0.0,0.0,0.0,0.01,0.01,51.0,4.9,0,0,1,25.2
13414,Phantom Reckoning: Redux,PS3,2021.0,Adventure,Electronic Arts,0.03,0.01,0.0,0.02,0.06,74.0,7.3,0,0,3,40.7
7684,Phantom Reckoning: Remastered,PS Vita,2008.0,Role-Playing,Nintendo,0.24,0.26,0.26,0.17,0.93,66.0,7.4,0,0,4,41.8
13179,Phantom Reckoning: Remastered,PS4,2012.0,Simulation,CD Projekt,0.08,0.04,0.02,0.07,0.21,68.0,6.1,0,0,4,39.8
12970,Phantom Requiem,Nintendo Switch,2015.0,Shooter,Electronic Arts,0.03,0.02,0.01,0.03,0.09,59.0,6.5,0,0,4,37.5
6057,Phantom Requiem 2,DS,2018.0,Role-Playing,Codemasters,0.0,0.0,0.0,0.01,0.01,55.0,5.5,0,0,1,27.3
16200,Phantom Requiem 2,PS4,2005.0,Role-Playing,Focus Entertainment,5.63,1.93,1.33,2.77,11.66,69.0,5.0,0,0,4,49.9
2607,Phantom Requiem 2,Wii U,2022.0,Sports,Tecmo Koei,0.19,0.11,0.07,0.0,0.37,62.0,10.0,0,0,3,41.5
6038,Phantom Requiem 2,Xbox 360,2008.0,Shooter,Annapurna Interactive,0.01,0.0,0.0,0.0,0.01,,6.3,0,0,1,27.0
4910,Phantom Requiem II,PS5,2014.0,Fighting,Bandai Namco,0.04,0.02,0.0,0.03,0.09,38.0,7.5,0,0,3,30.2
8507,Phantom Requiem IV,3ds,2001.0,Fighting,Square Enix,0.16,0.1,0.13,0.2,0.59,41.0,7.7,0,0,4,34.4
112,Phantom Requiem IV,PC,2019.0,Puzzle,505 Games,0.01,0.01,0.0,0.01,0.03,,6.7,0,0,3,32.6
8087,Phantom Requiem IV,PS4,,Misc,Konami,0.05,0.04,0.03,0.0,0.12,54.0,7.2,0,1,3,34.6
3716,Phantom Requiem IV,Wii U,2022.0,Simulation,Codemasters,0.98,0.46,0.33,0.05,1.82,52.0,6.0,0,0,3,33.9
10201,Phantom Requiem IV,Xbox Series X,2010.0,Role-Playing,CD Projekt,0.05,0.03,0.03,0.0,0.11,69.0,6.2,0,0,3,37.6
6634,Phantom Requiem Online,Xbox Series X,2014.0,Shooter,THQ,0.07,0.06,0.05,0.0,0.18,53.0,6.8,0,0,3,33.8
10207,Phantom Requiem: Gold Edition,GameCube,2012.0,Simulation,Bandai Namco,0.02,0.01,0.01,0.01,0.05,64.0,7.1,0,0,4,39.9
2159,Phantom Requiem: Gold Edition,PS3,,Adventure,Team17,0.07,0.08,0.05,0.05,0.25,70.0,6.7,0,1,4,41.3
7356,Phantom Requiem: Gold Edition,PS3,2008.0,Sports,CD Projekt,0.03,0.02,0.0,0.03,0.08,76.0,6.8,0,0,3,40.6
16197,Phantom Requiem: Gold Edition,PS4,2019.0,Platform,Rockstar Games,0.03,0.02,0.01,0.0,0.06,81.0,6.8,0,0,3,42.1
8334,Phantom Requiem: Gold Edition,Wii U,2002.0,Action,Ubisoft,0.59,0.43,0.49,0.29,1.8,64.0,,0,0,4,38.5
1020,Phantom Requiem: Origins,PS2,2007.0,Sports,Focus Entertainment,0.03,0.02,0.02,0.01,0.08,,6.3,0,0,4,34.5
3181,Phantom Requiem: Origins,Xbox One,2025.0,Strategy,Electronic Arts,0.34,0.39,0.24,0.2,1.17,70.0,8.3,0,0,4,44.6
8936,Phantom Requiem: Redux,PS3,2019.0,Shooter,Bethesda Softworks,0.07,0.05,0.04,0.0,0.16,75.0,7.9,0,0,3,42.0
1994,Phantom Requiem: Redux,Wii,2001.0,Misc,Paradox Interactive,0.14,0.07,0.07,0.01,0.29,71.0,,0,0,3,36.6
478,Phantom Requiem: Redux,Xbox 360,2010.0,Adventure,Atari,0.04,0.04,0.01,0.05,0.14,73.0,6.0,0,0,4,41.0
15346,Phantom Sanctuary,Game Boy Advance,2020.0,Strategy,Codemasters,2.02,1.29,0.16,2.93,6.4,82.0,7.9,0,0,3,50.3
1266,Phantom Sanctuary,PC,2014.0,Strategy,Ubisoft,0.1,0.07,0.02,0.0,0.19,70.0,6.7,0,0,3,38.7
13217,Phantom Sanctuary,Xbox 360,2005.0,Sports,Team17,0.01,0.01,0.01,0.01,0.04,81.0,6.8,0,0,4,44.5
14916,Phantom Sanctuary,Xbox 360,2026.0,Simulation,THQ,0.01,0.01,0.01,0.0,0.03,91.0,6.1,0,0,3,44.0
8287,Phantom Sanctuary,Xbox Series X,2008.0,Puzzle,Epic Games,0.04,0.02,0.01,0.02,0.09,77.0,6.7,0,0,4,43.2
10779,Phantom Sanctuary 2,DS,2015.0,Puzzle,Capcom,0.02,0.01,0.0,0.02,0.05,64.0,,0,0,3,34.2
447,Phantom Sanctuary 3,Nintendo Switch,2023.0,Platform,Team17,0.48,0.16,0.12,0.19,0.95,65.0,,0,0,4,37.9
15514,Phantom Sanctuary 3,Xbox 360,2005.0,Shooter,Bethesda Softworks,0.02,0.02,0.01,0.03,0.08,68.0,6.9,0,0,4,40.8
1915,Phantom Sanctuary 3,Xbox Series X,2017.0,Adventure,Konami,0.04,0.02,0.02,0.0,0.08,80.0,9.0,0,0,3,45.1
15475,Phantom Sanctuary II,PS3,2026.0,Action,Warner Bros. Interactive,0.06,0.02,0.02,0.02,0.12,60.0,8.2,0,0,4,40.4
5737,Phantom Sanctuary III,GameCube,2013.0,Puzzle,Nintendo,0.04,0.02,0.01,0.02,0.09,74.0,5.9,0,0,4,41.1
16386,Phantom Sanctuary III,Nintendo Switch,2003.0,Sports,Paradox Interactive,0.05,0.04,0.01,0.07,0.17,51.0,7.2,0,0,4,36.3
13681,Phantom Sanctuary IV,wii,2025.0,Platform,Capcom,0.01,0.0,0.0,0.0,0.01,,7.5,0,0,1,28.8
8497,Phantom Sanctuary Online,Wii U,2025.0,Racing,Deep Silver,0.02,0.01,0.01,0.01,0.05,,7.6,0,0,4,36.4
4472,Phantom Sanctuary: Gold Edition,PS2,2009.0,Adventure,Annapurna Interactive,0.2,0.18,0.13,0.28,0.79,63.0,4.9,0,0,4,37.0
11561,Phantom Sanctuary: Origins,DS,2001.0,Strategy,Sony Interactive Entertainment,0.09,0.07,0.07,0.07,0.3,,10.0,0,0,4,40.3
7727,Phantom Sanctuary: Origins,PS Vita,2014.0,Racing,Square Enix,0.03,0.02,0.01,0.03,0.09,69.0,7.2,0,0,4,41.6
16455,Phantom Sanctuary: Origins,Wii U,2008.0,Simulation,Electronic Arts,0.02,0.02,0.01,0.0,0.05,81.0,7.6,0,0,3,43.2
8923,Phantom Syndicate,PSP,,Platform,Nintendo,0.07,0.06,0.06,0.01,0.2,58.0,7.1,0,0,3,35.7
12222,Phantom Syndicate,Wii,2006.0,Shooter,Ubisoft,0.05,0.02,0.0,0.04,0.11,,7.0,0,0,3,33.1
524,Phantom Syndicate,Xbox 360,2011.0,Racing,Konami,0.03,0.02,0.02,0.02,0.09,66.0,6.1,0,0,4,39.0
5185,Phantom Syndicate,Xbox 360,2021.0,Adventure,505 Games,0.05,0.02,0.0,0.07,0.14,72.0,5.1,0,0,3,36.9
8086,Phantom Syndicate,Xbox Series X,2004.0,Strategy,Capcom,0.1,0.1,0.03,0.08,0.31,66.0,5.1,0,0,4,37.8
15873,Phantom Syndicate 2,PS Vita,2016.0,Puzzle,Take-Two Interactive,0.06,0.03,0.01,0.06,0.16,85.0,6.2,0,0,4,45.0
12516,Phantom Syndicate 2,PS Vita,2020.0,Puzzle,Deep Silver,0.12,0.05,0.04,0.02,0.23,,,0,0,4,32.7
6083,Phantom Syndicate 2,PS4,2001.0,Misc,Annapurna Interactive,0.02,0.01,0.01,0.02,0.06,53.0,7.9,0,0,4,37.8
14769,Phantom Syndicate IV,PC,2015.0,Puzzle,Team17,0.03,0.01,0.0,0.01,0.05,59.0,9.4,0,0,3,39.3
108,Phantom Syndicate Online,DS,2021.0,Simulation,Square Enix,0.01,0.01,0.0,0.01,0.03,67.0,6.6,0,0,3,37.5
4176,Phantom Syndicate Reborn,DS,2007.0,Role-Playing,Activision,0.1,0.11,0.08,0.08,0.37,67.0,5.6,0,0,4,38.9
11239,Phantom Syndicate Reborn,PSP,2016.0,Misc,Unknown/Unreported,0.03,0.02,0.01,0.02,0.08,60.0,5.7,1,0,4,36.6
8665,Phantom Syndicate: Gold Edition,Xbox One,2025.0,Racing,Team17,0.08,0.07,0.02,0.1,0.27,75.0,5.4,0,0,4,40.9
16733,Phantom Syndicate: Gold Edition,wii u,2016.0,Sports,Atari,0.05,0.03,0.02,0.0,0.1,65.0,6.9,0,0,3,37.4
9627,Phantom Syndicate: Origins,Nintendo Switch,2026.0,Strategy,Deep Silver,0.07,0.02,0.02,0.04,0.15,59.0,5.3,0,0,4,35.8
13959,Phantom Syndicate: Remastered,PS Vita,2025.0,Puzzle,Atari,0.11,0.06,0.03,0.03,0.23,67.0,,0,0,4,37.8
7856,Phantom Syndicate: Remastered,Xbox Series X,2002.0,Sports,Activision,0.03,0.02,0.01,0.0,0.06,86.0,6.0,0,0,3,42.4
3569,Phantom Uprising,PS3,2016.0,Racing,2K Games,0.13,0.05,0.06,0.07,0.31,81.0,6.5,0,0,4,44.4
5754,Phantom Uprising,PS4,2011.0,Fighting,Warner Bros. Interactive,0.15,0.05,0.04,0.05,0.29,65.0,8.6,0,0,4,42.7
5623,Phantom Uprising,Xbox 360,2026.0,Role-Playing,CD Projekt,0.1,0.04,0.04,0.04,0.22,67.0,,0,0,4,37.8
1536,Phantom Uprising 3,PS5,2000.0,Puzzle,Rockstar Games,0.01,0.01,0.0,0.01,0.03,74.0,5.8,0,0,3,38.4
15925,Phantom Uprising II,Nintendo Switch,2011.0,Shooter,THQ,0.01,0.01,0.0,0.0,0.02,,7.2,0,0,2,30.8
3885,Phantom Uprising III,DS,2017.0,Role-Playing,Unknown/Unreported,0.04,0.03,0.02,0.01,0.1,77.0,7.5,1,0,4,44.4
6620,Phantom Uprising III,Game Boy Advance,2019.0,Fighting,THQ,0.03,0.02,0.01,0.03,0.09,85.0,7.6,0,0,4,47.0
7552,Phantom Uprising IV,Game Boy Advance,2025.0,Shooter,NetherRealm Studios,0.07,0.02,0.04,0.01,0.14,98.0,6.5,0,0,4,49.3
3397,Phantom Uprising IV,PS Vita,2016.0,Role-Playing,Unknown/Unreported,0.03,0.03,0.0,0.06,0.12,65.0,8.0,1,0,3,39.1
5892,Phantom Uprising Online,PS4,2016.0,Action,Focus Entertainment,0.26,0.13,0.16,0.06,0.61,66.0,8.3,0,0,4,42.9
14021,Phantom Uprising Reborn,Wii,2019.0,Puzzle,Rockstar Games,0.15,0.11,0.05,0.0,0.31,70.0,7.3,0,0,3,39.8
12770,Phantom Uprising: Gold Edition,GameCube,,Adventure,Focus Entertainment,0.13,0.08,0.04,0.0,0.25,,6.0,0,1,3,31.7
47,Phantom Uprising: Gold Edition,PSP,2023.0,Strategy,505 Games,0.02,0.01,0.01,0.0,0.04,60.0,6.8,0,0,3,35.7
8511,Phantom Uprising: Origins,3DS,2015.0,Fighting,Sony Interactive Entertainment,0.23,0.18,0.23,0.24,0.88,72.0,8.2,0,0,4,44.8
6861,Phantom Uprising: Origins,Xbox 360,2000.0,Sports,Activision,0.03,0.02,0.01,0.01,0.07,67.0,6.8,0,0,4,40.4
6510,Phantom Uprising: Redux,PS Vita,,Shooter,Codemasters,0.22,0.11,0.01,0.07,0.41,85.0,6.7,0,1,3,43.5
5120,Phantom Uprising: Redux,PS2,2005.0,Platform,Annapurna Interactive,0.07,0.04,0.02,0.02,0.15,54.0,6.4,0,0,4,35.9
5822,Phantom Uprising: Redux,PS3,2023.0,Fighting,Atari,0.05,0.03,0.0,0.02,0.1,79.0,7.7,0,0,3,42.8
15335,Phantom Uprising: Remastered,PS Vita,2002.0,Simulation,Rockstar Games,0.01,0.01,0.01,0.0,0.03,51.0,7.1,0,0,3,33.5
12181,Phantom Uprising: Remastered,PS2,2026.0,Misc,Nintendo,0.56,0.33,0.14,0.01,1.04,59.0,6.0,0,0,3,35.2
11117,Phantom Uprising: Remastered,PSP,2002.0,Racing,Codemasters,0.19,0.11,0.1,0.11,0.51,80.0,,0,0,4,42.0
5166,Phantom Uprising: Remastered,Wii,2005.0,Racing,Codemasters,0.08,0.04,0.03,0.07,0.22,88.0,8.2,0,0,4,48.9
14918,Phantom Vanguard,PC,2001.0,Simulation,Devolver Digital,0.23,0.13,0.09,0.16,0.61,83.0,7.1,0,0,4,46.2
3452,Phantom Vanguard 2,PS4,2022.0,Puzzle,Atari,0.06,0.02,0.01,0.03,0.12,88.0,6.4,0,0,4,46.1
15899,Phantom Vanguard 3,Game Boy Advance,2025.0,Role-Playing,Focus Entertainment,0.05,0.02,0.03,0.01,0.11,,5.9,0,0,4,34.0
9370,Phantom Vanguard 3,PSP,2015.0,Action,Konami,0.04,0.03,0.04,0.04,0.15,77.0,6.1,0,0,4,42.4
16376,Phantom Vanguard 3,Wii U,2001.0,Strategy,THQ,0.32,0.24,0.28,0.17,1.01,50.0,8.0,0,0,4,38.0
16515,Phantom Vanguard 3,Xbox 360,2012.0,Simulation,Activision,0.05,0.02,0.03,0.02,0.12,74.0,7.3,0,0,4,43.3
13530,Phantom Vanguard 3,Xbox Series X,2020.0,Platform,Devolver Digital,0.01,0.0,0.0,0.01,0.02,82.0,7.5,0,0,2,40.9
2879,Phantom Vanguard II,Nintendo Switch,2018.0,Adventure,Sony Interactive Entertainment,0.09,0.06,0.05,0.02,0.22,,,0,0,4,32.7
12351,Phantom Vanguard II,PS3,2025.0,Fighting,Atari,0.01,0.01,0.01,0.0,0.03,,8.9,0,0,3,35.9
16296,Phantom Vanguard II,PSP,2024.0,Adventure,Bethesda Softworks,0.05,0.04,0.01,0.02,0.12,70.0,6.2,0,0,4,40.4
12559,Phantom Vanguard II,Xbox One,2019.0,Sports,Sony Interactive Entertainment,0.04,0.03,0.01,0.01,0.09,78.0,7.8,0,0,4,45.2
1889,Phantom Vanguard III,PS Vita,2004.0,Simulation,Electronic Arts,0.75,0.36,0.32,0.61,2.04,96.0,5.6,0,0,4,49.2
6893,Phantom Vanguard IV,PS5,2026.0,Role-Playing,Bethesda Softworks,0.1,0.06,0.02,0.01,0.19,86.0,7.9,0,0,4,47.8
301,Phantom Vanguard Online,PS5,2025.0,Action,Codemasters,0.05,0.04,0.02,0.03,0.14,,7.9,0,0,4,37.0
14681,Phantom Vanguard Reborn,GameCube,2024.0,Platform,505 Games,0.02,0.01,0.0,0.01,0.04,54.0,6.7,0,0,3,33.8
5528,Phantom Vanguard Reborn,PS5,2015.0,Fighting,Deep Silver,0.02,0.01,0.01,0.0,0.04,69.0,7.9,0,0,3,40.1
10436,Phantom Vanguard Reborn,Wii,2023.0,Sports,Paradox Interactive,0.15,0.13,0.02,0.09,0.39,,5.4,0,0,4,33.5
9797,Phantom Vanguard: Redux,3DS,2002.0,Sports,CD Projekt,0.12,0.08,0.06,0.13,0.39,97.0,7.5,0,0,4,50.7
9449,Phantom Vanguard: Redux,3DS,2016.0,Action,Rockstar Games,0.15,0.05,0.05,0.04,0.29,87.0,8.2,0,0,4,48.7
9710,Phantom Vanguard: Redux,Nintendo Switch,2026.0,Platform,Square Enix,0.26,0.14,0.17,0.24,0.81,73.0,7.3,0,0,4,43.7
778,Phantom Vanguard: Redux,PC,,Puzzle,Unknown/Unreported,0.04,0.03,0.04,0.03,0.14,68.0,7.0,1,1,4,41.0
10684,Phantom Vanguard: Redux,PC,2015.0,Fighting,Nintendo,0.15,0.12,0.1,0.01,0.38,72.0,6.8,0,0,3,39.7
6513,Phantom Voyage,DS,2006.0,Role-Playing,Sega,0.21,0.15,0.09,0.22,0.67,92.0,6.2,0,0,4,47.6
7539,Phantom Voyage,PC,2005.0,Strategy,Bethesda Softworks,0.02,0.01,0.0,0.03,0.06,65.0,6.2,0,0,3,36.4
16478,Phantom Voyage,PC,2013.0,Shooter,Bandai Namco,0.01,0.01,0.0,0.01,0.03,92.0,8.0,0,0,3,47.1
1421,Phantom Voyage,PS Vita,2002.0,Action,Activision,0.01,0.01,0.01,0.0,0.03,71.0,10.0,0,0,3,43.8
7284,Phantom Voyage,PS3,,Adventure,Team17,0.02,0.02,0.01,0.0,0.05,,8.9,0,1,3,35.9
13297,Phantom Voyage,PS4,2009.0,Role-Playing,CD Projekt,0.01,0.0,0.0,0.01,0.02,74.0,8.1,0,0,2,39.4
480,Phantom Voyage,PS4,2020.0,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,,7.2,0,0,4,35.8
12409,Phantom Voyage,PSP,2007.0,Fighting,Bethesda Softworks,0.02,0.01,0.01,0.0,0.04,59.0,10.0,0,0,3,40.2
610,Phantom Voyage,PSP,2022.0,Platform,Activision,0.04,0.02,0.01,0.02,0.09,87.0,4.6,0,0,4,43.1
15968,Phantom Voyage,PSP,2024.0,Racing,Square Enix,0.05,0.04,0.04,0.01,0.14,,8.6,0,0,4,38.0
5290,Phantom Voyage,Xbox Series X,2008.0,Puzzle,Team17,0.26,0.13,0.05,0.12,0.56,50.0,,0,0,4,33.1
12337,Phantom Voyage 3,DS,2004.0,Sports,Nintendo,0.1,0.06,0.01,0.08,0.25,63.0,7.5,0,0,3,37.9
3869,Phantom Voyage 3,Wii,2004.0,Fighting,Nintendo,0.0,0.0,0.0,0.01,0.01,70.0,5.7,0,0,1,32.1
2069,Phantom Voyage II,DS,2013.0,Platform,Tecmo Koei,0.01,0.01,0.01,0.0,0.03,71.0,5.9,0,0,3,37.7
14161,Phantom Voyage II,PS3,2014.0,Action,Epic Games,0.01,0.01,0.0,0.0,0.02,88.0,6.1,0,0,2,40.6
3857,Phantom Voyage III,3ds,2000.0,Shooter,Paradox Interactive,0.06,0.04,0.01,0.06,0.17,93.0,6.1,0,0,4,47.2
15729,Phantom Voyage III,DS,2015.0,Strategy,Rockstar Games,0.01,0.01,0.0,0.01,0.03,,7.1,0,0,3,33.2
7507,Phantom Voyage III,PS Vita,2005.0,Shooter,Take-Two Interactive,0.21,0.17,0.05,0.09,0.52,51.0,8.0,0,0,4,37.8
7772,Phantom Voyage III,Xbox 360,2019.0,Role-Playing,Team17,0.11,0.04,0.03,0.06,0.24,69.0,8.3,0,0,4,43.4
7374,Phantom Voyage III,Xbox One,2007.0,Misc,Warner Bros. Interactive,0.52,0.52,0.39,0.43,1.86,,,0,0,4,34.4
6529,Phantom Voyage IV,GameCube,2025.0,Adventure,Capcom,0.14,0.13,0.01,0.22,0.5,,6.8,0,0,3,33.2
9548,Phantom Voyage IV,PS5,2008.0,Racing,Team17,0.09,0.06,0.02,0.11,0.28,61.0,8.6,0,0,4,41.5
8411,Phantom Voyage IV,Wii,2016.0,Strategy,Focus Entertainment,0.57,0.17,0.06,0.31,1.11,85.0,7.9,0,0,4,48.5
1938,Phantom Voyage Online,3DS,2000.0,Sports,Konami,0.06,0.03,0.01,0.08,0.18,,8.1,0,0,4,37.3
8110,Phantom Voyage Online,Game Boy Advance,2024.0,Shooter,Atari,0.28,0.13,0.09,0.09,0.59,62.0,6.1,0,0,4,38.3
101,Phantom Voyage Online,Nintendo Switch,2002.0,Adventure,Devolver Digital,0.13,0.06,0.03,0.05,0.27,73.0,,0,0,4,39.7
3991,Phantom Voyage Online,Nintendo Switch,2010.0,Misc,Rockstar Games,0.07,0.03,0.04,0.03,0.17,74.0,8.2,0,0,4,44.7
10369,Phantom Voyage Online,PS Vita,2025.0,Platform,Warner Bros. Interactive,0.01,0.01,0.0,0.02,0.04,58.0,6.1,0,0,3,34.1
4524,Phantom Voyage Online,Xbox One,2022.0,Simulation,Ubisoft,0.03,0.03,0.01,0.04,0.11,65.0,6.4,0,0,4,39.2
5110,Phantom Voyage Reborn,3DS,2024.0,Adventure,Electronic Arts,0.53,0.38,0.14,0.22,1.27,73.0,6.5,0,0,4,42.9
15513,Phantom Voyage: Gold Edition,GameCube,2007.0,Sports,Bethesda Softworks,0.05,0.03,0.03,0.05,0.16,92.0,9.0,0,0,4,51.3
4003,Phantom Voyage: Gold Edition,Xbox Series X,2020.0,Sports,Annapurna Interactive,0.26,0.15,0.14,0.35,0.9,64.0,8.2,0,0,4,42.4
7135,Phantom Voyage: Redux,PS3,2007.0,Puzzle,CD Projekt,0.06,0.04,0.04,0.02,0.16,57.0,6.8,0,0,4,37.5
11284,Phantom Voyage: Remastered,Game Boy Advance,2006.0,Adventure,Deep Silver,0.67,0.34,0.14,0.1,1.25,73.0,5.7,0,0,4,41.7
2752,Phantom Voyage: Remastered,Xbox Series X,2023.0,Misc,Electronic Arts,0.12,0.1,0.1,0.01,0.33,51.0,6.7,0,0,3,33.2
10218,Phantom Warfare,Wii U,2007.0,Racing,Sega,0.01,0.01,0.0,0.0,0.02,51.0,5.5,0,0,2,28.6
7318,Phantom Warfare,Xbox 360,,Simulation,Annapurna Interactive,0.02,0.01,0.0,0.02,0.05,65.0,,0,1,3,34.5
16262,Phantom Warfare 2,PS4,2003.0,Action,Take-Two Interactive,0.09,0.11,0.1,0.04,0.34,,,0,0,4,32.8
5654,Phantom Warfare 3,3DS,2000.0,Adventure,Bandai Namco,0.04,0.02,0.02,0.01,0.09,51.0,6.4,0,0,4,35.0
7202,Phantom Warfare 3,Game Boy Advance,2023.0,Shooter,Focus Entertainment,0.05,0.04,0.03,0.01,0.13,,6.7,0,0,4,35.2
98,Phantom Warfare 3,GameCube,2007.0,Action,Deep Silver,0.36,0.18,0.2,0.0,0.74,70.0,7.7,0,0,3,40.8
7877,Phantom Warfare 3,PS4,2008.0,Strategy,505 Games,0.03,0.01,0.01,0.01,0.06,65.0,,0,0,4,37.1
3352,Phantom Warfare 3,PS4,2019.0,Adventure,Nintendo,0.18,0.09,0.01,0.07,0.35,77.0,8.3,0,0,3,43.4
13188,Phantom Warfare II,PS2,2016.0,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,77.0,7.5,0,0,3,41.9
15563,Phantom Warfare II,PS3,2018.0,Puzzle,Square Enix,0.03,0.01,0.01,0.02,0.07,,8.2,0,0,4,37.4
13072,Phantom Warfare II,PS4,2017.0,Fighting,Square Enix,0.06,0.03,0.02,0.08,0.19,75.0,8.9,0,0,4,46.0
7246,Phantom Warfare III,Game Boy Advance,2020.0,Fighting,THQ,0.1,0.06,0.08,0.05,0.29,,7.0,0,0,4,35.8
12593,Phantom Warfare III,Nintendo Switch,2022.0,Racing,Bandai Namco,0.14,0.06,0.02,0.04,0.26,,6.2,0,0,4,34.6
9117,Phantom Warfare Reborn,Wii,2026.0,Strategy,Ubisoft,0.03,0.02,0.0,0.01,0.06,,7.2,0,0,3,33.4
12781,Phantom Warfare: Gold Edition,Nintendo Switch,2015.0,Platform,Capcom,0.03,0.02,0.02,0.03,0.1,79.0,8.5,0,0,4,46.5
16432,Phantom Warfare: Gold Edition,PS2,2016.0,Sports,2K Games,0.02,0.01,0.0,0.01,0.04,79.0,,0,0,3,38.7
12909,Phantom Warfare: Origins,PS Vita,,Puzzle,Bethesda Softworks,0.05,0.02,0.02,0.04,0.13,75.0,8.4,0,0,4,45.2
1255,Phantom Warfare: Origins,Xbox 360,2017.0,Sports,Bandai Namco,0.01,0.01,0.0,0.0,0.02,80.0,,0,0,2,36.5
6073,Phantom Warfare: Redux,DS,2011.0,Action,Ubisoft,0.1,0.03,0.03,0.03,0.19,80.0,,0,0,4,41.7
8006,Phantom Warfare: Remastered,PS3,2012.0,Strategy,2K Games,0.02,0.01,0.01,0.0,0.04,69.0,7.2,0,0,3,39.0
4804,Phantom Warfare: Remastered,PS5,2012.0,Platform,Codemasters,0.02,0.01,0.01,0.01,0.05,,4.2,0,0,4,31.3
12556,Phantom Warfare: Remastered,PS5,2012.0,Strategy,Konami,0.01,0.0,0.0,0.0,0.01,49.0,7.0,0,0,1,27.7
9873,RADIANT ARENA,Xbox 360,2009.0,Simulation,Rockstar Games,0.05,0.02,0.0,0.02,0.09,72.0,6.3,0,0,3,38.6
14487,RADIANT BLITZ: ORIGINS,PSP,2005.0,Puzzle,Microsoft Studios,0.06,0.04,0.02,0.03,0.15,61.0,8.0,0,0,4,40.4
14482,RADIANT CHRONICLES II,DS,2017.0,Strategy,Deep Silver,0.03,0.02,0.0,0.04,0.09,84.0,8.6,0,0,3,45.7
4751,RADIANT EMPIRE IV,Wii U,,Misc,Bandai Namco,0.1,0.07,0.01,0.07,0.25,87.0,9.7,0,1,3,48.4
15390,RADIANT FRONTIER: REMASTERED,PC,2012.0,Puzzle,Take-Two Interactive,0.03,0.01,0.02,0.01,0.07,86.0,4.1,0,0,4,42.0
8779,RADIANT GENESIS REBORN,PS2,2001.0,Fighting,Rockstar Games,0.19,0.14,0.12,0.0,0.45,67.0,6.5,0,0,3,37.8
11750,RADIANT HORIZON III,Xbox 360,2015.0,Role-Playing,505 Games,0.01,0.01,0.01,0.0,0.03,81.0,6.0,0,0,3,40.8
4765,RADIANT KINGDOM 2,Xbox 360,2010.0,Puzzle,Team17,0.0,0.0,0.0,0.01,0.01,69.0,7.9,0,0,1,35.1
14828,RADIANT LEGENDS,Xbox Series X,2026.0,Puzzle,Sony Interactive Entertainment,0.01,0.01,0.0,0.01,0.03,81.0,5.7,0,0,3,40.4
14266,RADIANT LEGENDS: ORIGINS,PC,2015.0,Shooter,2K Games,0.18,0.07,0.05,0.09,0.39,64.0,5.4,0,0,4,37.7
